State,Area name,"Less than a high school diploma, 2013-17","High school diploma only, 2013-17","Some college or associate's degree, 2013-17","Bachelor's degree or higher, 2013-17","Percent of adults with less than a high school diploma, 2013-17","Percent of adults with a high school diploma only, 2013-17","Percent of adults completing some college or associate's degree, 2013-17","Percent of adults with a bachelor's degree or higher, 2013-17"
KY,McLean County,"1,006","2,617","2,155",698,15.5,40.4,33.3,10.8
KY,Madison County,"7,089","15,223","15,188","16,320",13.2,28.3,28.2,30.3
KY,Magoffin County,"2,592","3,056","2,264",893,29.4,34.7,25.7,10.1
KY,Marion County,"2,500","5,721","3,213","1,703",19,43.5,24.5,13
KY,Marshall County,"3,042","8,552","7,073","3,966",13.4,37.8,31.3,17.5
KY,Martin County,"2,339","3,313","2,195",700,27.4,38.8,25.7,8.2
KY,Mason County,"1,644","4,458","3,430","2,157",14.1,38.1,29.3,18.5
KY,Meade County,"2,348","6,862","6,684","3,341",12.2,35.7,34.7,17.4
KY,Menifee County,"1,031","1,957","1,150",530,22.1,41.9,24.6,11.4
KY,Mercer County,"2,308","5,679","4,413","2,544",15.4,38,29.5,17
KY,Metcalfe County,"1,578","2,729","1,779",839,22.8,39.4,25.7,12.1
KY,Monroe County,"1,734","3,022","1,564","1,094",23.4,40.8,21.1,14.8
KY,Montgomery County,"3,054","7,176","5,258","3,165",16.4,38.5,28.2,17
KY,Morgan County,"2,478","3,649","2,509","1,198",25.2,37.1,25.5,12.2
KY,Muhlenberg County,"4,327","9,220","5,573","2,432",20.1,42.8,25.9,11.3
KY,Nelson County,"3,219","11,706","10,025","5,284",10.6,38.7,33.2,17.5
KY,Nicholas County,991,"2,106","1,211",502,20.6,43.8,25.2,10.4
KY,Ohio County,"3,306","7,134","4,237","1,809",20.1,43.3,25.7,11
KY,Oldham County,"2,774","9,693","13,042","17,270",6.5,22.7,30.5,40.4
KY,Owen County,"1,275","3,573","1,839",714,17.2,48.3,24.8,9.6
KY,Owsley County,924,"1,164",521,486,29.9,37.6,16.8,15.7
KY,Pendleton County,"1,733","4,317","2,760","1,245",17.2,42.9,27.4,12.4
KY,Perry County,"4,484","6,792","5,458","2,409",23.4,35.5,28.5,12.6
KY,Pike County,"10,540","16,546","10,573","5,623",24.4,38.2,24.4,13
KY,Powell County,"1,764","3,636","1,837","1,121",21.1,43.5,22,13.4
KY,Pulaski County,"8,324","17,318","12,286","6,810",18.6,38.7,27.5,15.2
KY,Robertson County,390,516,371,266,25.3,33.4,24,17.2
KY,Rockcastle County,"2,634","5,156","2,606","1,398",22.3,43.7,22.1,11.9
KY,Rowan County,"2,470","3,962","3,768","3,720",17.7,28.5,27.1,26.7
KY,Russell County,"2,998","4,584","3,209","1,675",24,36.8,25.7,13.4
KY,Scott County,"3,428","10,560","10,413","9,552",10.1,31.1,30.7,28.1
KY,Shelby County,"4,278","9,723","9,507","7,544",13.8,31.3,30.6,24.3
KY,Simpson County,"1,839","5,061","3,369","1,833",15.2,41.8,27.8,15.1
KY,Spencer County,"1,408","4,429","4,239","2,486",11.2,35.3,33.7,19.8
KY,Taylor County,"2,607","6,441","4,353","3,111",15.8,39,26.4,18.8
KY,Todd County,"1,798","3,219","2,044","1,014",22.3,39.9,25.3,12.6
KY,Trigg County,"1,586","3,117","3,794","1,730",15.5,30.5,37.1,16.9
KY,Trimble County,"1,052","2,819","1,458",715,17.4,46.6,24.1,11.8
KY,Union County,"1,325","4,279","3,017","1,101",13.6,44,31,11.3
KY,Warren County,"8,871","22,026","21,249","22,767",11.8,29.4,28.4,30.4
KY,Washington County,"1,364","3,211","1,992","1,416",17.1,40.2,25,17.7
KY,Wayne County,"3,901","5,567","3,333","1,645",27,38.5,23.1,11.4
KY,Webster County,"1,870","3,970","2,409",817,20.6,43.8,26.6,9
KY,Whitley County,"4,845","8,325","5,374","4,606",20.9,36,23.2,19.9
KY,Wolfe County,"1,549","1,986","1,119",391,30.7,39.4,22.2,7.8
KY,Woodford County,"1,978","4,936","5,079","5,846",11.1,27.7,28.5,32.8
LA,Lousiana,"486,085","1,046,025","836,507","723,452",15.7,33.8,27.1,23.4
LA,Acadia Parish,"8,984","16,381","9,924","4,904",22.4,40.8,24.7,12.2
LA,Allen Parish,"3,646","7,623","4,277","2,352",20.4,42.6,23.9,13.1
LA,Ascension Parish,"8,927","25,995","20,615","21,121",11.6,33.9,26.9,27.6
LA,Assumption Parish,"4,105","6,620","3,237","1,610",26.4,42.5,20.8,10.3
LA,Avoyelles Parish,"7,264","10,950","6,506","3,143",26.1,39.3,23.3,11.3
LA,Beauregard Parish,"3,713","9,805","6,819","3,965",15.3,40.3,28.1,16.3
LA,Bienville Parish,"1,488","4,079","2,857","1,190",15.5,42.4,29.7,12.4
LA,Bossier Parish,"9,166","23,519","28,295","21,078",11.2,28.7,34.5,25.7
LA,Caddo Parish,"22,635","55,599","49,195","40,161",13.5,33.2,29.4,24
LA,Calcasieu Parish,"18,161","44,307","39,854","28,396",13.9,33.9,30.5,21.7
LA,Caldwell Parish,"1,572","2,909","1,482",841,23.1,42.8,21.8,12.4
LA,Cameron Parish,935,"1,794","1,422",567,19.8,38,30.1,12
LA,Catahoula Parish,"1,548","2,849","1,503",952,22.6,41.6,21.9,13.9
LA,Claiborne Parish,"2,463","4,928","2,873","1,664",20.6,41.3,24.1,14
LA,Concordia Parish,"3,197","5,511","3,315","1,540",23.6,40.6,24.4,11.4
LA,De Soto Parish,"3,184","7,755","4,903","2,480",17.4,42.3,26.8,13.5
LA,East Baton Rouge Parish,"27,408","75,985","79,961","96,490",9.8,27.2,28.6,34.5
LA,East Carroll Parish,"1,422","1,892","1,034",471,29.5,39.3,21.5,9.8
LA,East Feliciana Parish,"2,696","6,063","3,654","1,702",19.1,43,25.9,12.1
LA,Evangeline Parish,"5,640","8,317","4,922","2,793",26,38.4,22.7,12.9
LA,Franklin Parish,"3,348","5,696","2,903","1,541",24.8,42.2,21.5,11.4
LA,Grant Parish,"2,850","6,640","4,872","1,326",18.2,42.3,31.1,8.5
LA,Iberia Parish,"10,138","20,552","10,559","5,995",21.5,43.5,22.3,12.7
LA,Iberville Parish,"5,174","8,910","5,464","3,438",22.5,38.8,23.8,15
LA,Jackson Parish,"2,338","4,752","2,664","1,458",20.9,42.4,23.8,13
LA,Jefferson Parish,"46,219","95,837","86,376","76,845",15.1,31.4,28.3,25.2
LA,Jefferson Davis Parish,"4,352","8,433","4,668","3,264",21,40.7,22.5,15.8
LA,Lafayette Parish,"20,517","45,551","41,279","50,004",13,28.9,26.2,31.8
LA,Lafourche Parish,"15,682","26,097","13,229","10,706",23.9,39.7,20.1,16.3
LA,La Salle Parish,"2,471","4,181","2,155","1,226",24.6,41.7,21.5,12.2
LA,Lincoln Parish,"3,039","6,879","6,460","9,290",11.8,26.8,25.2,36.2
LA,Livingston Parish,"13,169","36,152","24,624","15,585",14.7,40.4,27.5,17.4
LA,Madison Parish,"1,903","3,023","1,734","1,031",24.7,39.3,22.5,13.4
LA,Morehouse Parish,"3,451","7,735","3,880","2,424",19.7,44.2,22.2,13.9
LA,Natchitoches Parish,"3,464","7,656","7,544","4,494",15,33.1,32.6,19.4
LA,Orleans Parish,"38,385","62,493","71,622","99,070",14.1,23,26.4,36.5
LA,Ouachita Parish,"14,474","34,098","27,360","24,406",14.4,34,27.3,24.3
LA,Plaquemines Parish,"2,705","5,533","4,059","2,936",17.8,36.3,26.6,19.3
LA,Pointe Coupee Parish,"3,263","5,846","3,872","2,435",21.2,37.9,25.1,15.8
LA,Rapides Parish,"13,324","32,164","23,882","17,433",15.3,37.1,27.5,20.1
LA,Red River Parish,"1,074","2,469","1,341",906,18.5,42.6,23.2,15.6
LA,Richland Parish,"2,860","5,409","3,473","2,131",20.6,39,25,15.4
LA,Sabine Parish,"2,729","7,366","4,065","2,335",16.5,44.7,24.6,14.2
LA,St. Bernard Parish,"5,302","11,357","8,851","3,500",18.3,39.1,30.5,12.1
LA,St. Charles Parish,"4,109","12,336","10,619","7,747",11.8,35.4,30.5,22.3
LA,St. Helena Parish,"1,738","3,122","1,545",807,24.1,43.3,21.4,11.2
LA,St. James Parish,"2,303","6,462","3,734","2,033",15.8,44.5,25.7,14
LA,St. John the Baptist Parish,"4,542","10,706","8,734","4,696",15.8,37.3,30.5,16.4
LA,St. Landry Parish,"12,632","22,753","11,009","7,254",23.5,42.4,20.5,13.5
LA,St. Martin Parish,"7,118","14,469","9,005","5,061",20,40.6,25.3,14.2
LA,St. Mary Parish,"7,104","17,188","7,092","3,734",20.2,48.9,20.2,10.6
LA,St. Tammany Parish,"17,681","43,843","52,554","55,030",10.5,25.9,31.1,32.5
LA,Tangipahoa Parish,"14,907","30,065","21,519","16,499",18,36.2,25.9,19.9
LA,Tensas Parish,779,"1,498",673,317,23.8,45.9,20.6,9.7
LA,Terrebonne Parish,"15,996","29,202","17,877","10,644",21.7,39.6,24.3,14.4
LA,Union Parish,"2,216","7,257","4,123","1,990",14.2,46.6,26.5,12.8
LA,Vermilion Parish,"9,495","16,393","8,653","4,752",24.2,41.7,22,12.1
LA,Vernon Parish,"3,879","11,401","10,341","5,503",12.5,36.6,33.2,17.7
LA,Washington Parish,"7,373","12,914","7,324","3,838",23.4,41.1,23.3,12.2
LA,Webster Parish,"5,137","10,815","7,276","4,247",18.7,39.4,26.5,15.5
LA,West Baton Rouge Parish,"2,919","6,385","4,320","3,424",17.1,37.5,25.3,20.1
LA,West Carroll Parish,"1,777","3,463","1,567",924,23,44.8,20.3,12
LA,West Feliciana Parish,"1,938","3,561","2,588","2,412",18.5,33.9,24.6,23
LA,Winn Parish,"2,057","4,482","2,370","1,341",20.1,43.7,23.1,13.1
ME,Maine,"75,628","310,724","283,707","291,027",7.9,32.3,29.5,30.3
ME,Androscoggin County,"7,584","27,506","22,732","16,429",10.2,37,30.6,22.1
ME,Aroostook County,"6,251","19,239","15,759","9,365",12.4,38,31.1,18.5
ME,Cumberland County,"10,946","47,640","55,265","93,246",5.3,23,26.7,45
ME,Franklin County,"1,607","7,876","6,420","5,603",7.5,36.6,29.9,26.1
ME,Hancock County,"2,374","13,581","11,852","13,301",5.8,33,28.8,32.4
ME,Kennebec County,"7,558","28,978","27,212","23,186",8.7,33.3,31.3,26.7
ME,Knox County,"1,883","10,506","8,340","9,100",6.3,35.2,28,30.5
ME,Lincoln County,"1,811","8,473","7,125","8,609",7,32.6,27.4,33.1
ME,Oxford County,"3,719","18,186","12,150","7,885",8.9,43.4,29,18.8
ME,Penobscot County,"9,216","36,602","33,079","28,050",8.6,34.2,30.9,26.2
ME,Piscataquis County,"1,239","5,339","4,049","2,306",9.6,41.3,31.3,17.8
ME,Sagadahoc County,"1,319","8,029","7,604","8,923",5.1,31,29.4,34.5
ME,Somerset County,"4,588","15,067","11,575","6,221",12.3,40.2,30.9,16.6
ME,Waldo County,"2,054","9,441","8,573","8,708",7.1,32.8,29.8,30.3
ME,Washington County,"2,861","8,924","6,746","4,905",12.2,38.1,28.8,20.9
ME,York County,"10,618","45,337","45,226","45,190",7.3,31,30.9,30.9
MD,Maryland,"417,716","1,027,608","1,053,106","1,596,997",10.2,25.1,25.7,39
MD,Allegany County,"5,309","21,070","14,912","9,198",10.5,41.7,29.5,18.2
MD,Anne Arundel County,"31,043","93,676","107,190","155,397",8,24.2,27.7,40.1
MD,Baltimore County,"51,013","152,622","152,835","216,793",8.9,26.6,26.7,37.8
MD,Calvert County,"3,812","18,833","20,194","18,430",6.2,30.7,33,30.1
MD,Caroline County,"3,700","9,079","5,759","3,678",16.7,40.9,25.9,16.6
MD,Carroll County,"9,021","34,633","31,698","39,861",7.8,30.1,27.5,34.6
MD,Cecil County,"7,861","25,824","20,190","16,094",11.2,36.9,28.9,23
MD,Charles County,"7,535","33,029","33,310","29,444",7.3,32,32.2,28.5
MD,Dorchester County,"3,392","8,856","6,229","4,654",14.7,38.3,26.9,20.1
MD,Frederick County,"12,336","40,825","45,818","67,242",7.4,24.6,27.6,40.5
MD,Garrett County,"2,332","9,311","5,543","4,192",10.9,43.6,25.9,19.6
MD,Harford County,"12,289","46,622","52,645","60,475",7.1,27.1,30.6,35.2
MD,Howard County,"9,932","29,437","42,196","128,773",4.7,14,20.1,61.2
MD,Kent County,"1,764","4,138","3,399","4,631",12.7,29.7,24.4,33.2
MD,Montgomery County,"63,724","98,014","135,528","416,188",8.9,13.7,19,58.3
MD,Prince George's County,"84,261","156,973","172,519","193,476",13.9,25.9,28.4,31.9
MD,Queen Anne's County,"2,776","10,163","9,356","12,157",8.1,29.5,27.2,35.3
MD,St. Mary's County,"7,529","21,776","21,494","22,232",10.3,29.8,29.4,30.4
MD,Somerset County,"3,100","7,180","4,328","2,462",18.2,42.1,25.4,14.4
MD,Talbot County,"2,952","7,210","7,422","10,493",10.5,25.7,26.4,37.4
MD,Washington County,"13,546","38,185","29,891","22,294",13,36.7,28.8,21.5
MD,Wicomico County,"7,318","21,301","17,569","17,771",11.4,33.3,27.5,27.8
MD,Worcester County,"3,862","12,456","10,913","11,699",9.9,32,28,30.1
MD,Baltimore city,"67,309","126,395","102,168","129,363",15.8,29.7,24,30.4
MA,Massachusetts,"458,080","1,162,683","1,104,912","1,980,861",9.7,24.7,23.5,42.1
MA,Barnstable County,"7,287","41,322","47,645","68,847",4.4,25,28.9,41.7
MA,Berkshire County,"8,543","27,781","25,745","30,828",9.2,29.9,27.7,33.2
MA,Bristol County,"60,727","115,589","105,263","105,838",15.7,29.8,27.2,27.3
MA,Dukes County,436,"2,799","3,600","5,892",3.4,22,28.3,46.3
MA,Essex County,"56,716","135,573","134,614","207,385",10.6,25.4,25.2,38.8
MA,Franklin County,"3,805","14,744","14,883","19,430",7.2,27.9,28.2,36.8
MA,Hampden County,"46,002","95,086","90,429","83,292",14.6,30.2,28.7,26.5
MA,Hampshire County,"5,493","24,231","24,200","45,146",5.5,24.5,24.4,45.6
MA,Middlesex County,"79,151","222,205","206,488","598,699",7.2,20.1,18.7,54.1
MA,Nantucket County,464,"1,769","2,120","3,578",5.9,22.3,26.7,45.1
MA,Norfolk County,"29,749","97,264","103,430","254,773",6.1,20,21.3,52.5
MA,Plymouth County,"25,749","99,509","101,226","125,551",7.3,28.3,28.8,35.7
MA,Suffolk County,"79,469","124,599","98,301","233,985",14.8,23.2,18.3,43.6
MA,Worcester County,"54,489","160,212","146,968","197,617",9.7,28.6,26.3,35.3
MI,Michigan,"656,683","1,966,110","2,210,138","1,887,041",9.8,29.3,32.9,28.1
MI,Alcona County,985,"3,326","2,908","1,291",11.6,39.1,34.2,15.2
MI,Alger County,765,"3,115","1,985","1,266",10.7,43.7,27.8,17.8
MI,Allegan County,"7,148","29,157","23,343","17,092",9.3,38,30.4,22.3
MI,Alpena County,"1,889","7,157","8,408","3,651",9,33.9,39.8,17.3
MI,Antrim County,"1,550","5,713","5,344","4,645",9,33.1,31,26.9
MI,Arenac County,"1,511","4,887","3,670","1,323",13.3,42.9,32.2,11.6
MI,Baraga County,856,"2,696","1,728",966,13.7,43.2,27.7,15.5
MI,Barry County,"3,324","15,573","14,503","8,095",8,37.5,35,19.5
MI,Bay County,"7,702","26,064","26,799","14,206",10.3,34.9,35.8,19
MI,Benzie County,974,"4,183","4,127","3,726",7.5,32.2,31.7,28.6
MI,Berrien County,"11,221","31,629","35,692","28,631",10.5,29.5,33.3,26.7
MI,Branch County,"3,340","12,336","10,147","4,208",11.1,41.1,33.8,14
MI,Calhoun County,"8,135","32,811","30,840","19,062",9,36.1,33.9,21
MI,Cass County,"4,368","12,497","12,910","6,572",12,34.4,35.5,18.1
MI,Charlevoix County,"1,231","5,800","6,300","5,792",6.4,30.3,32.9,30.3
MI,Cheboygan County,"1,801","7,585","6,090","3,746",9.4,39.5,31.7,19.5
MI,Chippewa County,"2,650","9,658","8,426","5,413",10.1,36.9,32.2,20.7
MI,Clare County,"3,414","8,673","7,519","2,706",15.3,38.9,33.7,12.1
MI,Clinton County,"3,043","14,377","18,510","16,543",5.8,27.4,35.3,31.5
MI,Crawford County,"1,199","3,646","3,644","1,807",11.6,35.4,35.4,17.6
MI,Delta County,"1,700","8,912","10,348","5,482",6.4,33.7,39.1,20.7
MI,Dickinson County,"1,151","6,633","6,107","4,743",6.2,35.6,32.8,25.5
MI,Eaton County,"4,846","21,584","29,297","19,699",6.4,28.6,38.8,26.1
MI,Emmet County,"1,418","5,919","8,612","7,806",6,24.9,36.3,32.9
MI,Genesee County,"27,960","88,329","105,129","56,811",10,31.7,37.8,20.4
MI,Gladwin County,"2,659","7,577","5,959","2,540",14.2,40.4,31.8,13.6
MI,Gogebic County,908,"4,594","4,148","2,173",7.7,38.9,35.1,18.4
MI,Grand Traverse County,"3,440","16,079","23,478","22,381",5.3,24.6,35.9,34.2
MI,Gratiot County,"2,839","11,542","9,572","4,136",10.1,41.1,34.1,14.7
MI,Hillsdale County,"3,821","12,135","10,036","5,239",12.2,38.9,32.1,16.8
MI,Houghton County,"1,702","6,983","5,543","6,966",8,32.9,26.2,32.9
MI,Huron County,"2,622","9,862","7,198","3,624",11.3,42.3,30.9,15.5
MI,Ingham County,"13,001","36,484","56,277","66,033",7.6,21.2,32.8,38.4
MI,Ionia County,"4,265","16,851","15,092","6,985",9.9,39,34.9,16.2
MI,Iosco County,"2,361","7,463","6,389","3,233",12.1,38.4,32.9,16.6
MI,Iron County,709,"3,976","2,489","1,631",8.1,45.2,28.3,18.5
MI,Isabella County,"3,044","11,628","12,070","11,154",8,30.7,31.9,29.4
MI,Jackson County,"10,442","36,076","39,702","23,073",9.6,33,36.3,21.1
MI,Kalamazoo County,"10,041","36,031","55,189","60,013",6.2,22.3,34.2,37.2
MI,Kalkaska County,"1,673","5,180","4,067","1,561",13.4,41.5,32.6,12.5
MI,Kent County,"42,328","101,660","127,356","144,157",10.2,24.5,30.7,34.7
MI,Keweenaw County,87,601,548,415,5.3,36.4,33.2,25.1
MI,Lake County,"1,553","3,745","2,627","1,018",17.4,41.9,29.4,11.4
MI,Lapeer County,"5,739","22,568","21,956","11,345",9.3,36.6,35.6,18.4
MI,Leelanau County,795,"3,805","5,145","6,708",4.8,23.1,31.3,40.8
MI,Lenawee County,"6,240","25,053","22,644","13,924",9.2,36.9,33.4,20.5
MI,Livingston County,"5,943","33,179","45,290","44,859",4.6,25.7,35,34.7
MI,Luce County,554,"1,944","1,582",725,11.5,40.5,32.9,15.1
MI,Mackinac County,919,"2,994","2,808","1,584",11.1,36.1,33.8,19.1
MI,Macomb County,"64,628","180,165","212,399","146,143",10.7,29.9,35.2,24.2
MI,Manistee County,"1,715","6,539","6,183","3,727",9.4,36,34,20.5
MI,Marquette County,"2,414","13,790","14,626","13,706",5.4,31,32.8,30.8
MI,Mason County,"1,673","6,890","7,517","4,588",8.1,33.3,36.4,22.2
MI,Mecosta County,"2,745","9,514","8,590","5,785",10.3,35.7,32.3,21.7
MI,Menominee County,"1,340","7,469","5,702","2,729",7.8,43.3,33.1,15.8
MI,Midland County,"3,621","16,643","17,840","19,684",6.3,28.8,30.9,34.1
MI,Missaukee County,"1,232","4,272","3,480","1,393",11.9,41.2,33.5,13.4
MI,Monroe County,"9,925","37,505","37,272","19,303",9.5,36.1,35.8,18.6
MI,Montcalm County,"5,171","16,943","15,698","5,545",11.9,39.1,36.2,12.8
MI,Montmorency County,918,"3,293","2,302",886,12.4,44.5,31.1,12
MI,Muskegon County,"11,745","40,690","42,618","21,707",10.1,34.8,36.5,18.6
MI,Newaygo County,"4,426","13,519","10,197","4,959",13.4,40.8,30.8,15
MI,Oakland County,"54,409","166,426","250,249","397,060",6.3,19.2,28.8,45.7
MI,Oceana County,"2,445","6,371","5,920","3,266",13.6,35.4,32.9,18.1
MI,Ogemaw County,"2,343","6,035","5,401","1,837",15,38.6,34.6,11.8
MI,Ontonagon County,365,"2,082","1,693",870,7.3,41.6,33.8,17.4
MI,Osceola County,"2,012","7,260","4,834","1,999",12.5,45.1,30,12.4
MI,Oscoda County,"1,063","2,435","2,014",675,17.2,39.4,32.6,10.9
MI,Otsego County,"1,439","6,103","5,763","3,744",8.4,35.8,33.8,22
MI,Ottawa County,"13,503","49,191","53,789","56,107",7.8,28.5,31.2,32.5
MI,Presque Isle County,"1,153","3,985","3,248","1,623",11.5,39.8,32.5,16.2
MI,Roscommon County,"2,152","7,702","6,429","2,691",11.3,40.6,33.9,14.2
MI,Saginaw County,"14,752","44,248","45,009","27,846",11.2,33.6,34.1,21.1
MI,St. Clair County,"11,104","38,731","41,989","20,178",9.9,34.6,37.5,18
MI,St. Joseph County,"5,543","15,426","13,455","6,270",13.6,37.9,33.1,15.4
MI,Sanilac County,"3,558","12,400","9,210","4,065",12.2,42.4,31.5,13.9
MI,Schoolcraft County,627,"2,713","1,808",922,10.3,44.7,29.8,15.2
MI,Shiawassee County,"3,739","17,721","18,441","7,735",7.8,37.2,38.7,16.2
MI,Tuscola County,"4,071","15,788","12,844","5,229",10.7,41.6,33.9,13.8
MI,Van Buren County,"6,474","16,676","17,392","10,537",12.7,32.6,34,20.6
MI,Washtenaw County,"10,963","34,341","56,990","121,694",4.9,15.3,25.4,54.3
MI,Wayne County,"169,107","354,405","381,970","267,780",14.4,30.2,32.6,22.8
MI,Wexford County,"2,442","8,569","7,715","3,999",10.7,37.7,33.9,17.6
MN,Minnesota,"267,049","938,846","1,206,960","1,285,750",7.2,25.4,32.6,34.8
MN,Aitkin County,"1,075","4,774","4,430","2,059",8.7,38.7,35.9,16.7
MN,Anoka County,"14,736","66,268","85,379","66,995",6.3,28.4,36.6,28.7
MN,Becker County,"1,696","7,358","8,354","5,512",7.4,32.1,36.4,24
MN,Beltrami County,"2,505","7,950","9,878","7,510",9,28.6,35.5,27
MN,Benton County,"2,048","8,286","10,147","5,826",7.8,31.5,38.6,22.1
MN,Big Stone County,409,"1,532","1,114",617,11.1,41.7,30.3,16.8
MN,Blue Earth County,"2,114","10,547","13,136","12,261",5.6,27.7,34.5,32.2
MN,Brown County,"1,441","6,508","5,910","3,426",8.3,37.7,34.2,19.8
MN,Carlton County,"1,511","8,791","9,037","5,295",6.1,35.7,36.7,21.5
MN,Carver County,"2,457","12,493","18,516","30,219",3.9,19.6,29.1,47.5
MN,Cass County,"1,792","7,095","7,471","4,520",8.6,34,35.8,21.6
MN,Chippewa County,805,"2,940","3,067","1,476",9.7,35.5,37,17.8
MN,Chisago County,"2,228","12,522","14,723","7,921",6,33.5,39.4,21.2
MN,Clay County,"1,974","9,664","13,374","12,450",5.3,25.8,35.7,33.2
MN,Clearwater County,858,"2,229","2,024",922,14.2,36.9,33.5,15.3
MN,Cook County,171,903,"1,425","1,695",4.1,21.5,34,40.4
MN,Cottonwood County,769,"2,805","2,701","1,613",9.7,35.6,34.2,20.4
MN,Crow Wing County,"2,971","13,687","17,271","11,061",6.6,30.4,38.4,24.6
MN,Dakota County,"14,799","58,727","90,553","114,336",5.3,21.1,32.5,41.1
MN,Dodge County,714,"4,506","4,862","3,290",5.3,33.7,36.4,24.6
MN,Douglas County,"1,366","7,770","10,548","6,620",5.2,29.5,40.1,25.2
MN,Faribault County,927,"3,953","3,418","1,739",9.2,39.4,34.1,17.3
MN,Fillmore County,"1,260","4,881","5,224","2,970",8.8,34,36.4,20.7
MN,Freeborn County,"2,243","8,055","7,895","3,679",10.3,36.8,36.1,16.8
MN,Goodhue County,"2,007","10,556","11,754","7,978",6.2,32.7,36.4,24.7
MN,Grant County,302,"1,441","1,689",785,7.2,34.2,40.1,18.6
MN,Hennepin County,"59,142","145,737","233,213","407,315",7,17.2,27.6,48.2
MN,Houston County,767,"4,460","5,016","3,089",5.8,33.5,37.6,23.2
MN,Hubbard County,"1,100","4,775","5,198","4,022",7.3,31.6,34.4,26.6
MN,Isanti County,"2,170","9,425","10,113","4,528",8.3,35.9,38.5,17.3
MN,Itasca County,"2,137","10,221","12,782","7,367",6.6,31.4,39.3,22.7
MN,Jackson County,541,"2,456","2,671","1,435",7.6,34.6,37.6,20.2
MN,Kanabec County,"1,198","4,575","3,853","1,667",10.6,40.5,34.1,14.8
MN,Kandiyohi County,"3,307","7,669","11,215","6,481",11.5,26.7,39.1,22.6
MN,Kittson County,226,"1,121","1,054",726,7.2,35.8,33.7,23.2
MN,Koochiching County,693,"3,639","3,327","1,758",7.4,38.6,35.3,18.7
MN,Lac qui Parle County,337,"1,892","1,841",952,6.7,37.7,36.7,19
MN,Lake County,338,"2,529","2,829","2,324",4.2,31.5,35.3,29
MN,Lake of the Woods County,285,"1,182",890,482,10,41.6,31.3,17
MN,Le Sueur County,"1,592","6,527","6,713","4,164",8.4,34.4,35.3,21.9
MN,Lincoln County,343,"1,556","1,352",797,8.5,38.4,33.4,19.7
MN,Lyon County,"1,256","5,527","5,393","4,385",7.6,33.4,32.6,26.5
MN,McLeod County,"1,945","9,126","9,192","4,456",7.9,36.9,37.2,18
MN,Mahnomen County,470,"1,203","1,272",406,14,35.9,38,12.1
MN,Marshall County,744,"2,384","2,105","1,317",11.4,36.4,32.1,20.1
MN,Martin County,"1,061","5,443","4,869","2,845",7.5,38.3,34.2,20
MN,Meeker County,"1,222","5,739","5,833","3,018",7.7,36.3,36.9,19.1
MN,Mille Lacs County,"1,788","6,740","6,296","2,717",10.2,38.4,35.9,15.5
MN,Morrison County,"2,368","8,687","7,960","3,732",10.4,38.2,35,16.4
MN,Mower County,"3,563","8,348","9,156","5,496",13.4,31.4,34.5,20.7
MN,Murray County,632,"2,229","2,109","1,100",10.4,36.7,34.7,18.1
MN,Nicollet County,"1,411","5,936","7,438","7,035",6.5,27.2,34.1,32.2
MN,Nobles County,"3,307","4,511","4,138","2,024",23.7,32.3,29.6,14.5
